Word	Reading	JLPT	Meaning
内	うち	JLPT N4	[Noun, No-adjective] 1. inside; within 2. while {Usually written using kana alone, See also ないうちに, also 裡} 3. among; amongst; between {Usually written using kana alone} [Pronoun, No-adjective] 4. we (referring to one's in-group, e.g. company, etc.); our {Usually written using kana alone, See also 家 うち} 5. my spouse [Noun] 6. imperial palace grounds {Archaism} 7. emperor {Archaism} [Pronoun, No-adjective] 8. I (primarily used by women and children); me {Kansai dialect} | Other forms: 中 【うち】
宇宙	うちゅう	JLPT N3	[Noun] 1. universe; cosmos; space
撃つ	うつ	JLPT N3	[Godan verb with tsu ending] 1. to shoot (at) {usu. 撃つ} 2. to attack; to defeat; to destroy; to avenge | Other forms: 討つ 【うつ】、射つ 【うつ】 [Notes] 射つ: Irregular kanji usage.
移す	うつす	JLPT N3	[Godan verb with su ending, Transitive verb] 1. to change; to swap; to substitute; to transfer 2. to change the object of one's interest or focus 3. to spend or take time 4. to infect {See also 風邪を移す} 5. to permeate something with the smell or colour of something 6. to move on to the next or different stage of (a plan, etc.) {See also 実行に移す} | Other forms: 遷す 【うつす】
訴える	うったえる	JLPT N3	[Ichidan verb, Transitive verb] 1. to raise; to bring to (someone's attention) 2. to appeal to (reason, emotions, etc.); to work on (one's emotions); to play on (one's sympathies) {See also 理性に訴える} 3. to complain 4. to sue (a person); to take someone to court 5. to resort to (e.g. arms, violence) {See also 暴力に訴える}
唸る	うなる	JLPT N3	[Godan verb with ru ending, intransitive verb] 1. to groan; to moan 2. to roar; to howl; to growl 3. to hum (e.g. engine, wires in wind); to buzz; to sough; low, dull sound 4. to ooh and aah (in admiration) [Godan verb with ru ending, Transitive verb] 5. to sing in a strong, low voice (esp. traditional chant or recitation) | Other forms: 呻る 【うなる】
奪う	うばう	JLPT N3	[Godan verb with u ending, Transitive verb] 1. to snatch away; to dispossess; to steal
馬	うま	JLPT N3	[Noun] 1. horse 2. horse racing {Only applies to うま, See also 競馬 けいば} 3. promoted bishop {, Abbreviation, Only applies to うま, See also 竜馬 りゅうめ} | Other forms: 馬 【いま】、馬 【おま】、ウマ [Notes] いま: Out-dated or obsolete kana usage. おま: Out-dated or obsolete kana usage.
上手い	うまい	JLPT N3	[I-adjective] 1. skillful; skilful; clever; expert; wise; successful {Usually written using kana alone, esp. 上手い,巧い} 2. delicious; appetizing; appetising; tasty {Usually written using kana alone, esp. 旨い,美味い,甘い} 3. fortunate; splendid; promising {Usually written using kana alone, esp. 旨い} | Other forms: 美味い 【うまい】、旨い 【うまい】、巧い 【うまい】、甘い 【うまい】、美い 【うまい】
生まれ	うまれ	JLPT N3	[Noun] 1. birth; birthplace [Noun - used as a suffix, No-adjective] 2. born in (country, month, imperial era, zodiac year, etc.) | Other forms: 生れ 【うまれ】
梅	うめ	JLPT N3	[Noun] 1. Japanese apricot (Prunus mume); Chinese plum 2. lowest (of a three-tier ranking system) | Other forms: 梅 【むめ】、楳 【うめ】、楳 【むめ】、ウメ [Notes] むめ: Out-dated or obsolete kana usage. むめ: Out-dated or obsolete kana usage.
裏切る	うらぎる	JLPT N3	[Godan verb with ru ending, Transitive verb] 1. to betray; to turn traitor to; to double-cross
得る	うる	JLPT N3	[Suffix] 1. to be able to ...; can ... {after the -masu stem of a verb} [Expression] 2. to get; to acquire; to obtain; to procure; to earn; to win; to gain; to secure; to attain {See also 得 う, See also 得る える, See also 得る える}
嬉しい	うれしい	JLPT N3	[I-adjective] 1. happy; glad; pleasant
売れる	うれる	JLPT N3	[Ichidan verb, intransitive verb] 1. to sell (well) {See also 売る} 2. to be well known; to be popular; to be famous [Notes] うれる: ichi1. 売れる: ichi1.
噂	うわさ	JLPT N3	[Noun, Suru verb, No-adjective] 1. rumour; rumor; report; hearsay; gossip; common talk
運	うん	JLPT N3	[Noun] 1. fortune; luck
運転	うんてん	JLPT N3	[Noun, Suru verb, No-adjective] 1. operation (of a machine, etc.); operating; running; run 2. driving 3. working (capital, etc.)
運動	うんどう	JLPT N3	[Noun, Suru verb] 1. exercise; physical training; work-out 2. appeal; campaign; drive; crusade; movement; lobbying 3. motion; movement {Antonym: 静止} [Wikipedia definition] 4. Movement
柄	え	JLPT N3	[Noun] 1. handle; grip 2. stalk (of a mushroom, leaf, etc.)
永遠	えいえん	JLPT N3	[No-adjective, Na-adjective, Noun] 1. eternity; perpetuity; immortality; permanence
永久	えいきゅう	JLPT N3	[Na-adjective, Noun, No-adjective] 1. eternity; perpetuity; immortality {とわ tends to be more abstract} 2. Eikyuu era (1113.7.13-1118.4.3) {Only applies to えいきゅう} | Other forms: 永久 【とこしえ】、長しえ 【とこしえ】、常しえ 【とこしえ】、永え 【とこしえ】、永 【とこしえ】、永久 【とわ】、常 【とわ】
影響	えいきょう	JLPT N3	[Noun] 1. influence; effect [Suru verb] 2. to influence; to affect; to have an influence on; to impact; to have an effect on
営業	えいぎょう	JLPT N3	[Noun, Suru verb] 1. business; trade; sales; operations
衛星	えいせい	JLPT N3	[Noun, No-adjective] 1. satellite
栄養	えいよう	JLPT N3	[Noun, No-adjective] 1. nutrition; nourishment | Other forms: 営養 【えいよう】
笑顔	えがお	JLPT N3	[Noun, Suru verb] 1. smiling face; smile
描く	えがく	JLPT N3	[Godan verb with ku ending, Transitive verb] 1. to draw; to paint; to sketch {See also 書く} 2. to depict; to describe {Only applies to えがく} 3. to picture in one's mind; to imagine 4. to form a certain shape (e.g. path of an action, appearance of an object, etc.) | Other forms: 描く 【かく】、画く 【えがく】、画く 【かく】
餌	えさ	JLPT N3	[Noun] 1. (animal) feed; fodder; pet food 2. bait; lure; enticement | Other forms: 餌 【え】、エサ
エネルギー	エネルギー	JLPT N3	[Noun] 1. energy {See also エナジー, From German “Energie”} 2. strength; power; stamina; get-up-and-go 3. food energy; calories | Other forms: エネルギ [Notes] エネルギ: Irregular kana usage.
得る	える	JLPT N3	[Ichidan verb, Transitive verb] 1. to get; to earn; to acquire; to procure; to gain; to secure; to attain; to obtain; to win {獲る esp. refers to catching wild game, etc.} 2. to understand; to comprehend 3. to receive something undesirable (e.g. a punishment); to get (ill) [Auxiliary verb, Ichidan verb, Transitive verb] 4. to be able to ..., can ... {Only applies to 得る, See also 得ない, See also 得る うる, after the -masu stem of a verb} | Other forms: 獲る 【える】
円	えん	JLPT N3	[Noun] 1. yen; Japanese monetary unit 2. circle {orig. meaning} [Wikipedia definition] 3. 圓 | Other forms: 圓 【えん】 [Notes] 圓: Out-dated kanji.
縁	えん	JLPT N3	[Noun] 1. fate; destiny (esp. as a mysterious force that binds two people together) 2. relationship (e.g. between two people); bond; link; connection 3. family ties; affinity 4. opportunity; chance (to meet someone and start a relationship) {Only applies to えん} 5. pratyaya (indirect conditions, as opposed to direct causes) {Buddhist term, Only applies to えん, See also 因} 6. narrow open-air veranda {Only applies to えん, also written as 椽} | Other forms: 縁 【えにし】、縁 【え】、縁 【えに】、江に 【えに】 [Notes] 江に: Ateji (phonetic) reading.
延期	えんき	JLPT N3	[Noun, Suru verb] 1. postponement; adjournment
演技	えんぎ	JLPT N3	[Noun, Suru verb, No-adjective] 1. acting; performance
援助	えんじょ	JLPT N3	[Noun, Suru verb] 1. assistance; aid; support
エンジン	エンジン	JLPT N3	[Noun] 1. engine
演説	えんぜつ	JLPT N3	[Noun, Suru verb] 1. speech; address
演奏	えんそう	JLPT N3	[Noun, Suru verb] 1. musical performance
遠慮	えんりょ	JLPT N4	[Noun, Suru verb] 1. reserve; constraint; restraint; modesty; diffidence; hesitation; holding back; discretion; tact; thoughtfulness 2. declining; refraining 3. forethought; foresight {orig. meaning}
オーバー	オーバー	JLPT N3	[Noun] 1. overcoat {Abbreviation, See also オーバーコート} [Noun, Suru verb, Noun or verb acting prenominally] 2. exceeding; going over; going beyond [Na-adjective, Noun] 3. exaggerated; over the top; overdrawn; overreaction [Noun] 4. over par {Sports term, Abbreviation, See also オーバーパー} 5. overexposure {Antonym: アンダー} [Place] 6. Oba (Canada) [Wikipedia definition] 7. Over | Other forms: オーバ
老い	おい	JLPT N3	[Noun] 1. old age; old person; the old; the aged
追いつく	おいつく	JLPT N3	[Godan verb with ku ending, intransitive verb] 1. to catch up (with); to draw level; to pull even; to reach 2. to be compensated; to make up for one's loses | Other forms: 追い付く 【おいつく】、追い着く 【おいつく】、追付く 【おいつく】、追着く 【おいつく】、おい付く 【おいつく】
王	おう	JLPT N3	[Noun, Noun - used as a suffix] 1. king; ruler; sovereign; monarch 2. tycoon; magnate; champion; master 3. king (of the senior player) {, Abbreviation, See also 王将 おうしょう}
追う	おう	JLPT N3	[Godan verb with u ending, Transitive verb] 1. to chase; to run after; to pursue 2. to follow (a set order, a trend, etc.) 3. to drive out; to oust; to expel 4. to drive (e.g. a herd) 5. to be pressed (e.g. for time) {in passive voice} | Other forms: 逐う 【おう】
王様	おうさま	JLPT N3	[Noun] 1. king {Honorific or respectful (sonkeigo)} | Other forms: 王さま 【おうさま】
王子	おうじ	JLPT N3	[Noun] 1. prince 2. subordinate Kumano shrine
王子	おうじ	JLPT N3	[Noun] 1. prince 2. subordinate Kumano shrine
応じる	おうじる	JLPT N3	[Ichidan verb, intransitive verb] 1. to respond; to satisfy; to accept; to comply with; to apply for
横断	おうだん	JLPT N3	[Noun, Suru verb, No-adjective] 1. crossing [Noun or verb acting prenominally] 2. transverse
終える	おえる	JLPT N3	[Ichidan verb, Transitive verb, Auxiliary verb] 1. to finish {Only applies to 終える, Only applies to 了える} [Ichidan verb, Transitive verb] 2. to graduate | Other forms: 了える 【おえる】、卒える 【おえる】
大いに	おおいに	JLPT N3	[Adverb] 1. very; much; greatly; a lot of
覆う	おおう	JLPT N3	[Godan verb with u ending, Transitive verb] 1. to cover; to hide; to conceal; to wrap; to disguise | Other forms: 被う 【おおう】、掩う 【おおう】、蔽う 【おおう】、蓋う 【おおう】
大屋	おおや	JLPT N3	[Noun] 1. landlord; landlady | Other forms: 大家 【おおや】
丘	おか	JLPT N3	[Noun] 1. hill; height; knoll; rising ground {Only applies to 丘, Only applies to 岡, Only applies to 壟} 2. bonus points awarded to the winner at the end of a game {, Usually written using kana alone, Only applies to 丘, Only applies to 陸符} | Other forms: 岡 【おか】、壟 【おか】、陸符 【おか】
沖	おき	JLPT N3	[Noun] 1. open sea | Other forms: 澳 【おき】
奥	おく	JLPT N3	[Noun] 1. interior; inner part; inside | Other forms: 奧 【おく】 [Notes] 奧: Out-dated kanji.
起こる	おこる	JLPT N3	[Godan verb with ru ending, intransitive verb] 1. to occur; to happen | Other forms: 起る 【おこる】
幼い	おさない	JLPT N3	[I-adjective] 1. very young 2. childish; immature | Other forms: 幼い 【いとけない】、稚い 【いとけない】
収める	おさめる	JLPT N3	[Ichidan verb, Transitive verb] 1. to dedicate; to make an offering; to pay (fees) 2. to supply 3. to store 4. to finish; to bring to a close 5. to restore (something to its place) 6. to achieve (e.g. a result) | Other forms: 納める 【おさめる】
お喋り	おしゃべり	JLPT N3	[Noun, Suru verb] 1. chattering; talk; idle talk; chat; chitchat; gossip {Usually written using kana alone} [Na-adjective, Noun] 2. chatty; talkative; chatterbox; blabbermouth {Usually written using kana alone} | Other forms: 御喋り 【おしゃべり】
汚染	おせん	JLPT N3	[Noun, Suru verb] 1. pollution; contamination {See also 公害 こうがい}
恐らく	おそらく	JLPT N3	[Adverb] 1. perhaps; likely; probably; I dare say {Usually written using kana alone}
恐れる	おそれる	JLPT N3	[Ichidan verb, Transitive verb] 1. to fear; to be afraid of | Other forms: 畏れる 【おそれる】、怖れる 【おそれる】、懼れる 【おそれる】、惧れる 【おそれる】 [Notes] 惧れる: Out-dated kanji.
恐ろしい	おそろしい	JLPT N3	[I-adjective] 1. terrible; dreadful; terrifying; frightening; frightened 2. surprising; startling; tremendous; amazing {often as 恐ろしく} | Other forms: 怖ろしい 【おそろしい】 [Notes] 怖ろしい: Irregular kanji usage.
お互い	おたがい	JLPT N3	[Noun] 1. mutual; reciprocal; each other {Polite (teineigo)} | Other forms: 御互い 【おたがい】
穏やか	おだやか	JLPT N3	[Na-adjective, Noun] 1. calm; gentle; quiet
音	おと	JLPT N4	[Noun, Noun - used as a suffix] 1. sound; noise; report 2. note {Music term} 3. fame {Only applies to おと} 4. Chinese-derived character reading {Only applies to おん, See also 訓 くん} | Other forms: 音 【ね】、音 【おん】
男の人	おとこのひと	JLPT N3	[Expression, Noun] 1. man
劣る	おとる	JLPT N3	[Godan verb with ru ending, intransitive verb] 1. to be inferior to; to be less good at; to fall behind
お腹	おなか	JLPT N5	[Noun] 1. stomach {Polite (teineigo)} | Other forms: 御腹 【おなか】、お中 【おなか】、御中 【おなか】
鬼	おに	JLPT N3	[Noun] 1. oni; ogre; demon 2. spirit of a deceased person {See also 亡魂} 3. ogre-like person (i.e. fierce, relentless, merciless, etc.) {Only applies to おに} 4. it (in a game of tag, hide-and-seek, etc.) {Only applies to おに, See also 鬼ごっこ おにごっこ} 5. Chinese "ghost" constellation (one of the 28 mansions) {Astronomy, etc. term, Only applies to き, See also 二十八宿, See also 朱雀 すざく} [Prefix] 6. very; extremely; super- {Slang, Only applies to おに, See also 超} | Other forms: 鬼 【き】
